Company,Item,Type,Certifivate,lng,lat
㈜바른음료,혼합음료,음료류,2016-06-29,127.431611,36.494125
㈜바른음료,환자용 균형영양식,특수용도식품,2016-06-29,127.431611,36.494125
농업회사법인주식회사두영에프앤디,식육함유가공품,식육 또는 알가공품,2016-06-29,126.744703,37.485639
따봉식품,냉동수산식품(연체류),냉동수산식품,2016-06-29,126.527316,36.153172
주식회사 디에스푸드,기타김치,김치류,2016-06-29,126.76648,37.528973
㈜푸른농산 F2,고춧가루,조미식품,2016-06-30,128.027319,35.68501
영어조합법인 코리아수산,조미건어포류,건포류,2016-06-30,126.838482,35.983781
신우식품㈜,고형차,다류,2016-06-30,126.619364,37.597975
신우식품㈜,침출차,다류,2016-06-30,126.619364,37.597975
정안밤생산자영농조합법인,기타가공품(깐밤),규격외일반가공식품,2016-06-30,127.122786,36.614015
서천한산식품,양념젓갈,젓갈류,2016-07-01,126.80065,36.090396
서천한산식품,젓갈,젓갈류,2016-07-01,126.80065,36.090396
서천한산식품,조미앳젓,젓갈류,2016-07-01,126.80065,36.090396
㈜우신라보타치,기타가공품,규격외일반가공식품,2016-07-01,126.648303,37.366648
도헌식품,묵류(밀봉제품에 한함),두부류 또는 묵류,2016-07-01,127.177877,37.241046
가림산업주식회사,잼,잼류,2016-07-04,126.683441,37.394067
가림산업주식회사,기타잼류,잼류,2016-07-04,126.683441,37.394067
㈜자연농장,과채음료,음료류,2016-07-04,127.315203,37.687158
㈜자연농장,과채주스,음료류,2016-07-04,127.315203,37.687158
㈜자연농장,혼합음료,음료류,2016-07-04,127.315203,37.687158
㈜대원식품,빵류,빵류,2016-07-05,126.766154,37.318874
㈜젠푸드,복합조미식품,조미식품,2016-07-06,129.037407,35.335043
㈜엘로이그룹,과채주스(비가열음료),비가열음료,2016-07-06,126.898098,37.530833
㈜에코맘의 산골이유식,기타영유아식,특수용도식품,2016-07-06,127.69297,35.171296
수협인천가공물류센터,냉동수산식품(갑각류),규격외일반가공식품,2016-07-06,126.621529,37.473715
농업회사법인㈜하늘촌,기타가공품,규격외일반가공식품,2016-07-07,127.468265,37.467755
㈜왓츠피데,빵류,빵류,2016-07-08,127.045482,37.478837
씨제이제일제당㈜(인천3),미강유(현미유),식용유지류,2016-07-08,126.611024,37.458545
씨제이제일제당㈜(인천3),옥수수기름(옥배유),식용유지류,2016-07-08,126.611024,37.458545
씨제이제일제당㈜(인천3),채종유(유채유 또는 카놀라유),식용유지류,2016-07-08,126.611024,37.458545
씨제이제일제당㈜(인천3),콩기름(대두유),식용유지류,2016-07-08,126.611024,37.458545
씨제이제일제당㈜(인천3),팜유류,식용유지류,2016-07-08,126.611024,37.458545
씨제이제일제당㈜(인천3),향미유,식용유지류,2016-07-08,126.611024,37.458545
씨제이제일제당㈜(인천3),혼합식용유,식용유지류,2016-07-08,126.611024,37.458545
하랑농장,과채음료,음료류,2016-07-08,126.493276,35.375918
하랑농장,액상차,다류,2016-07-08,126.493276,35.375918
오천산업㈜,냉동수산식품(어류),냉동수산식품,2016-07-08,127.750915,34.787036
㈜새롬비앤에프,곡류가공품,규격외일반가공식품,2016-07-11,127.113661,36.815008
㈜새롬비앤에프,과채가공품류,기타식품류,2016-07-11,127.113661,36.815008
㈜새롬비앤에프,과채주스,음료류,2016-07-11,127.113661,36.815008
㈜새롬비앤에프,기타잼류,잼류,2016-07-11,127.113661,36.815008
㈜새롬비앤에프,당류가공품,규격외일반가공식품,2016-07-11,127.113661,36.815008
㈜새롬비앤에프,당절임,절임류,2016-07-11,127.113661,36.815008
㈜새롬비앤에프,서류가공품,규격외일반가공식품,2016-07-11,127.113661,36.815008
㈜새롬비앤에프,액상차,다류,2016-07-11,127.113661,36.815008
㈜새롬비앤에프,음료베이스,음료류,2016-07-11,127.113661,36.815008
담양농협블루베리가공공장,과채주스,음료류,2016-07-11,126.982598,35.320872
정다함,냉동수산식품(어류),냉동수산식품,2016-07-11,126.935352,37.19789
정다함,냉동수산식품(연체류),냉동수산식품,2016-07-11,126.935352,37.19789
강동퓨어푸드,떡류,떡류,2016-07-11,127.200368,37.894985
강동퓨어푸드,즉석조리식품(소스제외),기타식품류,2016-07-11,127.200368,37.894985
지구촌식품,냉동식품(만두류),냉동식품,2016-07-12,126.887468,37.471806
지구촌식품,빵류,빵류,2016-07-12,126.887468,37.471806
지구촌식품,떡류,떡류,2016-07-12,126.887468,37.471806
㈜복음자리,소스류,조미식품,2016-07-13,127.098742,36.187163
갑부식품,국수,국수,2016-07-13,127.080611,36.207916
농업회사법인 모던밀㈜,떡류,떡류,2016-07-13,126.866183,37.841289
장수군농산물종합가공센터,잼,잼류,2016-07-14,127.510926,35.61869
장수군농산물종합가공센터,액상차,다류,2016-07-14,127.510926,35.61869
장수군농산물종합가공센터,과채주스,음료류,2016-07-14,127.510926,35.61869
장수군농산물종합가공센터,과채가공품류,기타식품류,2016-07-14,127.510926,35.61869
주식회사에이치알푸드,조미김,기타식품류,2016-07-14,127.838977,37.257587
㈜원일식품,음료베이스,음료류,2016-07-14,127.435452,36.85537
롯데제과㈜증평공장,과자,과자,2016-07-14,127.620271,36.83061
농업회사법인주식회사 풍무,고춧가루,조미식품,2016-07-15,127.634841,37.029092
㈜파티시에 김영모,과자,과자,2016-07-15,127.177314,37.442804
㈜파티시에 김영모,빵류,빵류,2016-07-15,127.177314,37.442804
㈜파티시에 김영모,초콜릿,초콜릿류,2016-07-15,127.177314,37.442804
㈜파티시에 김영모,준초콜릿,초콜릿류,2016-07-15,127.177314,37.442804
㈜파티시에 김영모,초콜릿가공품,초콜릿류,2016-07-15,127.177314,37.442804
㈜이바돔 이바지유통점,김칫속,김치류,2016-07-15,126.576934,35.286151
영어조합법인 서풍,냉동수산식품(조미가공품),냉동수산식품,2016-07-18,127.587633,34.707973
오천산업㈜,조미건어포류,건포류,2016-07-18,127.750915,34.787036
㈜아워홈 음성공장,소스류(레토르트식품),레토르트식품,2016-07-18,127.690467,36.940288
㈜아워홈 음성공장,카레(레토르트식품),레토르트식품,2016-07-18,127.690467,36.940288
㈜아워홈 음성공장,즉석조리식품(레토르트식품),레토르트식품,2016-07-18,127.690467,36.940288
㈜대복식품,청국장,장류,2016-07-19,126.752889,36.676881
세이레농업회사법인㈜,과채가공품,기타식품류,2016-07-19,126.712418,37.431752
농업회사법인㈜참좋은콩,청국장,장류,2016-07-20,127.485349,36.928123
㈜청하식품,식육함유가공품,식육 또는 알가공품,2016-07-20,127.216385,37.635977
송원식품,조미건어포류,건포류,2016-07-21,126.450294,36.784965
송원식품,조미김,기타식품류,2016-07-21,126.450294,36.784965
㈜바이칸씨푸드,냉동수산식품(어류),냉동수산식품,2016-07-21,126.665862,37.506417
㈜바이칸씨푸드,냉동수산식품(연체류),냉동수산식품,2016-07-21,126.665862,37.506417
흙사랑살림터지점,액상차,다류,2016-07-21,127.872996,36.835024
장가,떡류,떡류,2016-07-22,126.404489,34.792771
정선명품취떡,떡류,떡류,2016-07-22,128.645156,37.376109
정나눔,떡류,떡류,2016-07-22,128.654323,37.378482
㈜맘모스제과,과자,과자,2016-07-22,127.174906,37.430488
아리아리떡사랑,떡류,떡류,2016-07-22,128.66491,37.380541
태원식품산업㈜,음료베이스,음료류,2016-07-22,126.830843,37.32191
태원식품산업㈜,혼합장,장류,2016-07-22,126.830843,37.32191
㈜옥희네수산,냉동수산식품(연체류),냉동수산식품,2016-07-22,126.748901,37.520679
주식회사오렌지블로썸,당류가공품,규격외일반가공식품,2016-07-25,127.410386,36.366678
주식회사오렌지블로썸,초콜릿가공품,초콜릿류,2016-07-25,127.410386,36.366678
주식회사오렌지블로썸,초콜릿,초콜릿류,2016-07-25,127.410386,36.366678
주식회사오렌지블로썸,화이트초콜릿,초콜릿류,2016-07-25,127.410386,36.366678
선화골전통발효식품 영농조합법인,떡류,떡류,2016-07-25,127.000987,36.008759
주식회사 털보농산,절임류,절임식품,2016-07-25,127.56835,37.222865
포항수협월포가공공장,냉동수산식품(어류),냉동수산식품,2016-07-26,129.414271,36.074498
포항수협월포가공공장,냉동수산식품(연체류),냉동수산식품,2016-07-26,129.414271,36.074498
명품모시식품영농조합,떡류,떡류,2016-07-26,126.78547,36.073877
명품모시식품영농조합,빵류,빵류,2016-07-26,126.78547,36.073877
친쿡식품,냉동수산식품(조미가공품),냉동수산식품,2016-07-26,127.069706,36.774085
㈜동화씨앤에프,과자,과자,2016-07-26,126.779958,37.760141
㈜오대양씨푸드,냉동수산식품(어류),냉동수산식품,2016-07-26,126.599423,37.45092
㈜오대양씨푸드,냉동수산식품(연체류),냉동수산식품,2016-07-26,126.599423,37.45092
㈜채송화에프앤비,떡류,떡류,2016-07-26,126.64097,37.602307
고주스,과채주스(비가열음료),비가열음료,2016-07-26,127.049404,37.51556
농업회사법인주식회사대가,즉석조리식품(순대),순대,2016-07-27,128.401567,35.995518
주식회사승연에스와이,소스류,조미식품,2016-07-27,127.042959,37.192581
㈜한국에프앤티,액상차,다류,2016-07-27,126.991649,37.142956
㈜한국에프앤티,음료베이스,음료류,2016-07-27,126.991649,37.142956
주식회사 신한에프앤비(F&B),기타어육가공품,어육가공품,2016-07-27,127.44547,37.405512
진보농산,고춧가루,조미식품,2016-07-28,128.899077,35.987567
웃는물고기,냉동수산식품(어류),냉동수산식품,2016-07-28,127.202745,37.515847
웃는물고기,냉동수산식품(연체류),냉동수산식품,2016-07-28,127.202745,37.515847
미지향식품,배추김치,배추김치,2016-07-28,126.666296,37.456577
미지향식품,기타김치,김치류,2016-07-28,126.666296,37.456577
미지향식품,절임류,절임식품,2016-07-28,126.666296,37.456577
본촌인터내셔날㈜,소스류,조미식품,2016-07-28,129.25934,35.371548
주식회사 두잇식품소재,소스류,조미식품,2016-07-28,126.959251,37.045284
㈜해우촌,조미김(자반김 제외),기타식품류,2016-07-28,127.486111,37.336032
신우씨푸드,냉동수산식품(어류),냉동수산식품,2016-07-29,127.153735,36.861349
신우씨푸드,냉동수산식품(연체류),냉동수산식품,2016-07-29,127.153735,36.861349
현이푸드주식회사,냉동수산식품(어류),냉동수산식품,2016-07-29,128.987777,35.086703
현이푸드주식회사,냉동수산식품(연체류),냉동수산식품,2016-07-29,128.987777,35.086703
현이푸드주식회사,냉동수산식품(조미가공품),냉동수산식품,2016-07-29,128.987777,35.086703
㈜돌치아리아 뜨레돌치,빵류,빵류,2016-07-29,127.127278,37.774857
해창수산,냉동수산식품(어류),냉동수산식품,2016-07-29,126.450839,37.705099
㈜태경식품,소스류,조미식품,2016-08-01,128.190905,37.132628
주식회사 씨엘월드,커피,커피,2016-08-01,127.350434,36.304902
더드림,냉동수산식품(어류),냉동수산식품,2016-08-01,126.935352,37.19789
더드림,냉동수산식품(연체류),냉동수산식품,2016-08-01,126.935352,37.19789
강원청정클러스터,생식제품,생식류,2016-08-01,127.979896,37.471617
㈜시아스,음료베이스,음료류,2016-08-01,127.488922,36.642472
진안군농산물종합가공센터,액상차,다류,2016-08-03,127.437323,35.761376
진안군농산물종합가공센터,기타가공품,규격외일반가공식품,2016-08-03,127.437323,35.761376
진안군농산물종합가공센터,고형차,다류,2016-08-03,127.437323,35.761376
진안군농산물종합가공센터,과채가공품류,기타식품류,2016-08-03,127.437323,35.761376
㈜풍년제과본사제2공장,과자,과자,2016-08-03,127.145522,35.799874
㈜풍년제과본사제2공장,캔디류,캔디류,2016-08-03,127.145522,35.799874
㈜월드푸드,빵류,빵류,2016-08-03,126.902155,37.649131
㈜월드푸드,냉동식품(피자류),냉동식품,2016-08-03,126.902155,37.649131
에스엠생명공학㈜,냉동수산식품(조미가공품),냉동수산식품,2016-08-03,129.011672,35.05465
이엔푸드,음료베이스,음료류,2016-08-03,127.147033,37.807096
씨제이제일제당㈜(인천4),기타설탕,설탕,2016-08-04,126.63486,37.460543
씨제이제일제당㈜(인천4),올리고당가공품,올리고당류,2016-08-04,126.63486,37.460543
씨제이제일제당㈜(인천4),기타엿,엿류,2016-08-04,126.63486,37.460543
씨제이제일제당㈜(인천4),당류가공품,규격외일반가공식품,2016-08-04,126.63486,37.460543
씨제이제일제당㈜(인천4),기타코코아가공품,코코아가공품류 또는 초콜릿류,2016-08-04,126.63486,37.460543
풍년보리심,떡류,떡류,2016-08-04,126.71855,35.945762
㈜신생활식품,혼합음료,음료류,2016-08-04,128.45292,36.657704
㈜신생활식품,액상차,다류,2016-08-04,128.45292,36.657704
㈜예다손 나주공장,떡류,떡류,2016-08-04,126.749661,34.910582
㈜웰지스,두유(레토르트식품),레토르트식품,2016-08-04,127.216385,37.635977
한국델몬트후레쉬프로듀스㈜음성지점,신선편의식품,기타식품류,2016-08-05,127.679409,36.891911
북안동농협 산약가공공장,과채음료,음료류,2016-08-05,128.700544,36.680242
광신농산,배추김치,배추김치,2016-08-05,126.814506,35.203309
광신농산,기타김치,김치류,2016-08-05,126.814506,35.203309
㈜유림식품,침출차,다류,2016-08-05,127.255175,37.429462
㈜청화푸드,냉동수산식품(어류),냉동수산식품,2016-08-05,127.37368,37.331633
평화에프앤비,과채주스,음료류,2016-08-05,127.431848,36.869601
영농조합법인 물댄동산,인삼홍삼음료,음료류,2016-08-08,128.621121,34.880459
영농조합법인 물댄동산,액상차,다류,2016-08-08,128.621121,34.880459
용대황태 영농조합법인,건어포,건포류,2016-08-08,128.370607,38.220862
농업회사법인 회오리유한회사,기타가공품,규격외일반가공식품,2016-08-08,127.555997,36.294487
농업회사법인 주식회사 돈덕,즉석조리식품(순대),순대,2016-08-10,127.896353,37.237313
와이팜영농조합법인,천연향신료,조미식품,2016-08-10,127.292362,36.592892
와이팜영농조합법인 선채,집단급식소 식품판매업(단순전처리식품),집단급식소식품판매,2016-08-10,127.292362,36.592892
제일식품,혼합장,장류,2016-08-10,128.702615,35.879298
부자식품,즉석조리식품(순대),순대,2016-08-12,129.223774,35.560687
주식회사미래로씨푸드,냉동수산식품(어류),냉동수산식품,2016-08-12,126.683616,37.39442
주식회사미래로씨푸드,냉동수산식품(연체류),냉동수산식품,2016-08-12,126.683616,37.39442
용인백옥쌀떡협동조합,떡류,떡류,2016-08-12,127.177877,37.241046
오사리식품,액젓,젓갈류,2016-08-12,128.4707,35.971527
주식회사 우리에프엔비,유산균음료,음료류,2016-08-12,126.802258,36.459188
주식회사 우리에프엔비,즉석조리식품,기타식품류,2016-08-12,126.802258,36.459188
㈜아이작,향미유,식용유지류,2016-08-12,127.690467,36.940288
더다경,빵류,빵류,2016-08-16,127.173105,37.441225
더다경,과자,과자,2016-08-16,127.173105,37.441225
농업회사법인주식회사이삭,국수,국수,2016-08-17,127.036094,35.882065
㈜천지연,절임류,절임식품,2016-08-17,127.059123,37.251489
붓들레푸드,즉석조리식품(순대),순대,2016-08-18,127.94595,37.354229
놀부유통 영농조합법인,절임류,절임식품,2016-08-18,126.438677,34.538102
YJ 유진농산 용산점,냉동식품[면류(냉면)],냉동식품,2016-08-18,126.990182,37.532612
동서식품㈜(진천),당류가공품,규격외일반가공식품,2016-08-19,127.435452,36.85537
동서식품㈜(진천),기타 코코아가공품,코코아가공품류 또는 초콜릿류,2016-08-19,127.435452,36.85537
농업회사법인 자유를즐기자㈜,마멀레이드,잼류,2016-08-19,127.360681,34.692047
농업회사법인 자유를즐기자㈜,과채가공품류,기타식품류,2016-08-19,127.360681,34.692047
㈜바다로푸드,냉동수산식품(어류),냉동수산식품,2016-08-19,126.502443,37.763851
㈜바다로푸드,냉동수산식품(연체류),냉동수산식품,2016-08-19,126.502443,37.763851
대성식품,즉석조리식품(순대),순대,2016-08-19,127.168539,37.827594
서림농장㈜,떡류,떡류,2016-08-19,126.430189,36.927281
서림농장㈜,소스류,조미식품,2016-08-19,126.430189,36.927281
신양주영농조합법인,떡류,떡류,2016-08-22,126.990368,37.859259
농업회사법인 한미르주식회사,고춧가루,조미식품,2016-08-24,127.219115,36.739022
낙원떡 거상,떡류,떡류,2016-08-24,127.082191,37.53821
㈜청우식품,준초콜릿,초콜릿류,2016-08-24,127.273511,38.05998
후덕물산㈜아산공장,과자,과자,2016-08-24,126.861775,36.747658
㈜새암푸드먼트,혼합음료,음료류,2016-08-24,126.53631,35.29449
청람노인복지센터,배추김치,배추김치,2016-08-24,126.509006,35.29842
㈜세한푸드,기타가공품,규격외일반가공식품,2016-08-24,127.794467,35.46118
백초영농조합법인,과채가공품류,기타식품류,2016-08-25,127.845394,35.688546
농업회사법인 주식회사 치악산병과명품화사업단,떡류,떡류,2016-08-26,127.919787,37.341707
북안동농협 산약가공공장,인삼홍삼음료,음료류,2016-08-26,128.700544,36.680242
해랑수산,냉동수산식품(어류),냉동수산식품,2016-08-29,126.95759,35.948284
해랑수산,냉동수산식품(연체류),냉동수산식품,2016-08-29,126.95759,35.948284
㈜푸드플래닛,즉석섭취식품,즉석섭취식품,2016-08-29,127.919787,37.341707
아리아리정선 영농조합법인,기타김치,김치류,2016-08-29,128.792479,37.2856
대전식품앤순대농업회사법인주식회사,즉석조리식품(순대),순대,2016-08-30,127.416462,36.351351
㈜청하식품,기타가공품,규격외일반가공식품,2016-08-30,127.216385,37.635977
㈜이온푸드,떡류,떡류,2016-08-30,127.388369,37.372448
칠갑농산㈜,즉석섭취식품,즉석섭취식품,2016-08-31,126.779958,37.760141
㈜시즈너,배추김치,배추김치,2016-08-31,127.786601,36.815281
㈜국순당,일반증류주,주류,2016-09-01,127.984878,37.491874
씨제이제일제당주식회사(부산),추출가공식품,기타식품류,2016-09-01,128.974786,35.104503
씨제이제일제당주식회사(부산),향신료조제품,조미식품,2016-09-01,128.974786,35.104503
월미식품,절임류,절임식품,2016-09-01,126.633328,34.398502
농업회사법인 주식회사 한울,김칫속,김치류,2016-09-02,126.802258,36.459188
㈜이바돔 이바지유통점,기타김치,김치류,2016-09-02,126.576934,35.286151
㈜이바돔 이바지유통점,절임류,절임식품,2016-09-02,126.576934,35.286151
비알코리아㈜안양공장,빵류,빵류,2016-09-02,126.949466,37.369923
비알코리아㈜안양공장,즉석조리식품,기타식품류,2016-09-02,126.949466,37.369923
영푸드시스템㈜,빵류,빵류,2016-09-02,127.499765,36.691598
삼삼물산㈜ 제2공장,기타수산물가공품 중 냉동어류,냉동수산식품,2016-09-05,128.465386,34.891378
삼삼물산㈜ 제2공장,기타수산물가공품 중 냉동연체류,냉동수산식품,2016-09-05,128.465386,34.891378
아름답게 그린배 영농조합 법인,과채주스,음료류,2016-09-05,126.467161,35.295004
㈜영광푸드(부산),냉동수산식품(어류),냉동수산식품,2016-09-05,129.011672,35.05465
주식회사 모건푸드,과채가공품,기타식품류,2016-09-05,127.177877,37.241046
주식회사 다한고역,냉동수산식품(연체류),냉동수산식품,2016-09-05,127.124524,37.452751
해태에이치티비 주식회사,성장기용조제식,특수용도식품,2016-09-05,127.113661,36.815008
주식회사 그레닉스,빵류,빵류,2016-09-06,126.955177,37.357773
대호푸드,어묵,어묵,2016-09-06,127.611692,37.048069
영농조합법인회문산식품,배추김치,배추김치,2016-09-07,127.150412,35.482675
한일식품㈜,기타가공품,규격외일반가공식품,2016-09-07,127.468757,37.314815
한일식품㈜,복합조미식품,조미식품,2016-09-07,127.468757,37.314815
한일식품㈜,소스류,조미식품,2016-09-07,127.468757,37.314815
㈜부일,절임류,절임식품,2016-09-07,127.212627,37.345818
주식회사엑스트림팜농업회사법인,기타가공품,규격외일반가공식품,2016-09-07,127.092784,36.376504
상원영어조합법인,냉동수산식품(어류),냉동수산식품,2016-09-07,126.401761,35.142619
농업회사법인㈜왕인식품,절임식품,절임류,2016-09-08,126.639959,34.773924
농업회사법인㈜왕인식품,김칫속,김치류,2016-09-08,126.639959,34.773924
오손도손F3,"기타가공품(활성 챠콜, 활성챠콜9 제외)",규격외일반가공식품,2016-09-08,128.159142,36.410953
우천식품,가공두부,두부류,2016-09-08,127.231629,37.770655
청오건강농업회사법인주식회사 3공장,즉석섭취식품,즉석섭취식품,2016-09-08,127.328124,37.302602
주식회사 팀씨푸드,냉동수산식품(어류),냉동수산식품,2016-09-08,127.329393,37.292986
주식회사 팀씨푸드,냉동수산식품(연체류),냉동수산식품,2016-09-08,127.329393,37.292986
유창성업㈜,캔디류,캔디류,2016-09-09,126.611168,37.564938
농업회사법인 ㈜정심푸드,과채가공품,기타식품류,2016-09-09,126.767142,34.642083
자연애찬,즉석조리식품(순대),순대,2016-09-12,128.852122,35.274944
㈜시아스 순창공장,고추장,장류,2016-09-12,127.143265,35.321973
㈜시아스 순창공장,된장,장류,2016-09-12,127.143265,35.321973
㈜시아스 순창공장,혼합장,장류,2016-09-12,127.143265,35.321973
대풍년푸드㈜,즉석섭취식품,즉석섭취식품,2016-09-12,127.244231,36.974729
대풍년푸드㈜,즉석조리식품,기타식품류,2016-09-12,127.244231,36.974729
㈜사조대림 칠서공장,향미유,식용유지류,2016-09-12,128.479153,35.360259
㈜양원농장농업회사법인,액상차,다류,2016-09-20,127.090276,36.749128
㈜삼아벤처,소스류,조미식품,2016-09-20,127.435452,36.85537
㈜삼아벤처,복합조미식품,조미식품,2016-09-20,127.435452,36.85537
㈜삼아벤처,과채가공품,기타식품류,2016-09-20,127.435452,36.85537
㈜삼아벤처,기타가공품,규격외일반가공식품,2016-09-20,127.435452,36.85537
㈜고메베이글,빵류,빵류,2016-09-21,127.126522,37.419913
㈜푸드밸런스,"식품소분업소의 소분식품[땅콩 또는 견과류가공품류, 두류가공품(서리태)]",식품소분업소 소분식품,2016-09-21,126.838569,37.518108
한국에스비식품㈜(화성2),곡류가공품,규격외일반가공식품,2016-09-21,126.831438,37.199541
㈜중앙타프라,액상차,다류,2016-09-21,126.84878,36.682731
부산경남우유협동조합,과채음료,음료류,2016-09-22,128.481389,35.36062
부산경남우유협동조합,유산균음료,음료류,2016-09-22,128.481389,35.36062
하나푸드,빵류,빵류,2016-09-22,126.968032,37.351389
한성푸드영농조합법인,과채주스(비가열음료),비가열음료,2016-09-22,127.285008,34.611232
주식회사 수내츄럴,고형차,다류,2016-09-22,127.401983,37.274506
주식회사 수내츄럴,과채가공품,기타식품류,2016-09-22,127.401983,37.274506
농업회사법인 ㈜정심푸드,땅콩 또는 견과류가공품,기타식품류,2016-09-22,126.767142,34.642083
농업회사법인한살림안성마춤식품유한회사,두부,두부류 또는 묵류,2016-09-23,127.249026,37.050149
㈜미상식품,즉석조리식품(순대),순대,2016-09-23,127.172717,37.440528
㈜디앤푸드,빵류(가열제품에 한함),빵류,2016-09-23,126.675987,37.545374
농업회사법인 주식회사 농연,서류가공품,규격외일반가공식품,2016-09-26,127.943748,37.295548
씨제이제일제당㈜(진천),두류가공품,규격외일반가공식품,2016-09-28,127.435452,36.85537
푸른식품,고춧가루,조미식품,2016-09-28,128.839664,35.191355
어진유통,냉동수산식품(어류),냉동수산식품,2016-09-28,127.118718,35.862591
어진유통,냉동수산식품(연체류),냉동수산식품,2016-09-28,127.118718,35.862591
하나수산,냉동수산식품(갑각류),규격외일반가공식품,2016-09-28,128.597661,38.172273
대한농산협동조합,고춧가루,조미식품,2016-09-29,126.811915,35.589724
스마일에프앤비,배추김치,배추김치,2016-09-29,126.636332,37.687551
주식회사 썬에프엘,소스류,조미식품,2016-09-29,126.937178,37.383014
땅끝햇살식품영농조합,절임류,절임식품,2016-09-29,126.510239,34.398156
농업회사법인 아람농장㈜,과채주스,음료류,2016-09-30,128.741271,35.825078
삼양냉동 주식회사,기타 수산물가공품,수산가공식품류,2016-09-30,127.292362,36.592892
산수유통,냉동수산식품(어류),냉동수산식품,2016-09-30,127.202745,37.515847
산수유통,냉동수산식품(연체류),냉동수산식품,2016-09-30,127.202745,37.515847
씨제이푸드빌㈜(진천),"레토르트식품(즉석조리식품, 기타 수산물가공품)",레토르트식품,2016-10-04,127.435452,36.85537
거성왕순대,즉석조리식품(순대),순대,2016-10-04,127.409971,36.356654
아이스홍시 청도영농조합,과채가공품,기타식품류,2016-10-04,128.754353,35.630507
㈜현대에프앤비,추잉껌,과자류,2016-10-04,127.247551,36.958061
종천 주조장,탁주,주류,2016-10-05,126.640454,36.109242
㈜참누리푸드시스템,즉석조리식품(순대),순대,2016-10-06,126.768013,37.52652
서산순대,즉석조리식품(순대),순대,2016-10-06,126.426584,36.759414
㈜젠푸드,과채주스,음료류,2016-10-06,129.037407,35.335043
㈜젠푸드,과채가공품(레토르트식품),레토르트식품,2016-10-06,129.037407,35.335043
㈜젠푸드,과채가공품,기타식품류,2016-10-06,129.037407,35.335043
신왕에프엔비(F&B),조미김,기타식품류,2016-10-06,128.522843,38.32764
㈜동원에프앤비(㈜동원F&B),건강기능식품(홍삼식품),건강기능식품,2016-10-07,127.160109,36.864089
㈜동원에프앤비(㈜동원F&B),인삼홍삼음료,음료류,2016-10-07,127.160109,36.864089
24시부산순대,즉석조리식품(순대),순대,2016-10-07,129.083632,35.205011
BSF(비에스팜),빙과류,빙과류,2016-10-07,127.984878,37.491874
㈜주신식품,"기타가공품[볶음참깨(깨소금 포함), 볶음들깨(들깨가루 포함)]",규격외일반가공식품,2016-10-07,129.112772,35.535651
동서유지㈜,혼합식용유,식용유지류,2016-10-10,128.611121,35.246529
씨튼장애인직업재활센터 씨튼베이커리,과자,과자,2016-10-10,126.84963,35.231834
어업회사법인 금강씨푸드주식회사,냉동수산식품(어류),냉동수산식품,2016-10-10,126.953228,37.353458
어업회사법인 금강씨푸드주식회사,냉동수산식품(연체류),냉동수산식품,2016-10-10,126.953228,37.353458
주식회사미정,즉석조리식품,기타식품류,2016-10-11,129.225884,35.891988
승인식품,참기름,식용유지류,2016-10-11,128.926089,35.115575
승인식품,들기름,식용유지류,2016-10-11,128.926089,35.115575
공덕농협농산물가공사업소,과채가공품,기타식품류,2016-10-11,126.91136,35.889164
공덕농협농산물가공사업소,서류가공품,규격외일반가공식품,2016-10-11,126.91136,35.889164
농업회사법인 유한회사 피오레,빵류,빵류,2016-10-12,126.728476,35.673288
주식회사 동방푸드마스타,"레토르트식품(즉석조리식품, 과채가공품, 카레)",레토르트식품,2016-10-12,127.690467,36.940288
㈜커피빈푸드,빵류,빵류,2016-10-12,127.17803,37.444449
㈜충북소주,소주,주류,2016-10-12,127.488922,36.642472
동우식품,냉동수산식품(조미가공품),냉동수산식품,2016-10-12,129.111028,35.122341
㈜시아스,당류가공품,규격외일반가공식품,2016-10-12,127.488922,36.642472
주식회사 소풍,즉석조리식품(순대),순대,2016-10-13,127.010182,36.799026
㈜고전,빵류,빵류,2016-10-13,127.246737,36.912972
주식회사풍년제과 제3공장,과자,과자,2016-10-13,127.14805,35.824191
㈜한솔푸드,즉석조리식품(순대),순대,2016-10-13,126.850059,35.164018
㈜해움터,집단급식소식품판매업[단순전처리식품(깐고구마)],집단급식소식품판매,2016-10-13,126.819741,37.640343
㈜정성푸드원,과채가공품(깐당근),기타농산물가공품류,2016-10-13,126.738957,37.691063
영어조합법인 정품수산,냉동수산식품(어류),냉동수산식품,2016-10-13,126.464185,33.504565
금송가루촌식품,고춧가루,조미식품,2016-10-13,128.497214,35.989707
㈜선인,준초콜릿,초콜릿류,2016-10-14,128.746619,35.503816
㈜오뚜기(논산),침출차,다류,2016-10-14,127.098742,36.187163
㈜경기고속 KD푸드피아,김치(기타김치),김치류,2016-10-14,127.525271,37.221106
㈜경기고속 KD푸드피아,김칫속,김치류,2016-10-14,127.525271,37.221106
주식회사 우리에프앤에프,떡류,떡류,2016-10-14,126.944858,37.208473
주)한살림우리밀제과,빵류,빵류,2016-10-14,127.251214,37.049442
㈜아워홈 음성공장,고형차,다류,2016-10-17,127.690467,36.940288
㈜아워홈 음성공장,곡류가공품,규격외일반가공식품,2016-10-17,127.690467,36.940288
㈜아워홈 음성공장,기타가공품,규격외일반가공식품,2016-10-17,127.690467,36.940288
㈜아워홈 음성공장,기타장류,장류,2016-10-17,127.690467,36.940288
